R,G,B,index
34,231,11,5
42,191,20,5
5,181,60,5
52,215,1,5
40,224,8,5
79,176,10,5
84,185,27,5
46,180,58,5
35,186,19,5
74,254,49,5
77,211,70,5
15,171,33,5
1,184,37,5
53,227,49,5
11,185,33,5
85,178,10,5
62,224,71,5
75,253,55,5
54,179,11,5
46,178,46,5
9,217,76,5
79,247,35,5
80,251,71,5
64,235,7,5
53,205,4,5
15,178,15,5
59,238,43,5
65,198,16,5
58,171,24,5
74,243,73,5
27,207,26,5
14,209,25,5
31,227,77,5
3,189,16,5
65,226,81,5
30,247,43,5
69,221,48,5
64,198,31,5
20,228,66,5
62,171,7,5
33,228,67,5
7,182,45,5
75,247,3,5
32,212,24,5
55,213,16,5
33,218,52,5
81,226,43,5
79,209,4,5
47,212,14,5
64,249,34,5
35,241,63,5
63,207,66,5
80,244,80,5
73,200,52,5
64,204,74,5
18,225,3,5
18,197,10,5
40,240,1,5
17,187,56,5
81,249,65,5
42,239,0,5
44,214,46,5
46,200,60,5
39,203,49,5
13,188,14,5
17,251,65,5
77,210,83,5
47,218,72,5
6,219,15,5
62,195,2,5
60,235,65,5
26,199,13,5
38,195,21,5
49,209,25,5
6,213,45,5
24,248,25,5
70,173,30,5
83,234,70,5
22,192,4,5
72,195,74,5
50,210,39,5
1,194,15,5
80,188,51,5
24,173,68,5
32,243,81,5
70,218,78,5
46,227,62,5
12,238,34,5
18,252,49,5
32,227,28,5
62,185,57,5
52,203,67,5
2,211,23,5
18,249,27,5
22,226,59,5
57,193,26,5
30,213,12,5
62,192,54,5
54,195,39,5
6,233,73,5
22,194,46,5
56,208,21,5
67,238,32,5
33,189,3,5
1,223,8,5
64,222,44,5
8,180,2,5
35,200,61,5
44,238,2,5
8,200,60,5
36,241,77,5
60,178,70,5
4,190,82,5
70,188,3,5
20,222,50,5
71,180,62,5
45,200,72,5
32,239,41,5
31,236,67,5
82,203,39,5
42,206,54,5
0,198,2,5
81,242,41,5
57,232,64,5
7,216,55,5
15,226,33,5
22,234,25,5
70,243,13,5
70,252,76,5
56,189,38,5
13,254,8,5
55,209,66,5
14,173,13,5
27,202,59,5
58,232,53,5
0,204,23,5
69,210,10,5
81,173,83,5
40,239,25,5
23,228,8,5
63,253,52,5
44,225,1,5
83,222,50,5
38,219,23,5
33,221,4,5
35,217,6,5
22,223,50,5
62,176,17,5
2,184,52,5
56,186,24,5
7,176,19,5
49,186,4,5
36,250,24,5
78,179,75,5
65,197,61,5
71,229,3,5
14,231,62,5
9,255,14,5
42,199,19,5
65,196,17,5
25,249,9,5
11,196,78,5
29,251,53,5
77,203,11,5
46,206,79,5
69,231,41,5
34,204,80,5
15,203,61,5
70,192,79,5
38,239,2,5
84,249,23,5
67,226,0,5
36,254,3,5
1,214,84,5
67,233,26,5
15,179,52,5
60,254,52,5
29,236,59,5
41,204,33,5
2,180,7,5
5,235,29,5
7,207,8,5
11,195,69,5
56,249,65,5
25,244,80,5
45,242,58,5
16,191,84,5
4,255,44,5
63,172,31,5
56,214,15,5
36,248,51,5
84,232,43,5
28,186,61,5
23,183,78,5
27,234,85,5
83,235,47,5
2,204,61,5
55,214,50,5
38,172,83,5
28,240,64,5
2,172,75,5
73,249,7,5
41,255,71,5
17,219,79,5
78,185,33,5
68,196,47,5
85,217,50,5
5,246,27,5
42,184,67,5
67,175,56,5
34,172,8,5
79,235,0,5
67,186,58,5
10,219,61,5
27,235,61,5
80,244,0,5
49,209,54,5
64,186,35,5
13,187,48,5
69,174,77,5
41,219,9,5
82,199,0,5
13,179,39,5
30,227,36,5
73,197,30,5
2,226,57,5
31,175,59,5
40,235,63,5
49,224,44,5
1,240,52,5
77,201,57,5
77,189,0,5
15,218,43,5
62,177,43,5
42,225,32,5
33,176,53,5
3,195,37,5
63,195,40,5
25,181,27,5
10,233,9,5
14,189,42,5
36,243,76,5
42,241,70,5
56,176,82,5
24,199,65,5
42,212,57,5
68,201,58,5
9,173,12,5
37,181,72,5
60,236,24,5
19,192,39,5
40,216,58,5
8,249,39,5
64,198,10,5
33,254,25,5
6,207,67,5
39,187,24,5
22,249,29,5
75,224,10,5
66,198,56,5
67,239,2,5
85,234,85,5
31,218,72,5
39,222,79,5
53,228,57,5
39,237,55,5
17,242,43,5
36,171,35,5
27,202,69,5
27,177,23,5
24,186,4,5
20,255,73,5
50,177,16,5
71,233,7,5
8,218,4,5
4,243,22,5
78,212,49,5
27,221,0,5
4,210,38,5
53,187,19,5
49,173,35,5
62,201,0,5
69,243,13,5
3,213,0,5
72,230,74,5
82,254,81,5
49,182,78,5
10,176,85,5
8,173,82,5
69,173,15,5
28,209,8,5
0,207,24,5
45,206,12,5
80,235,3,5
77,251,80,5
33,245,44,5
60,219,44,5
69,205,13,5
15,246,52,5
4,249,66,5
46,221,41,5
76,185,42,5
41,181,7,5
2,206,42,5
33,246,46,5
27,225,64,5
53,209,30,5
24,182,77,5
56,207,27,5
20,243,10,5
18,248,30,5
74,176,21,5
46,228,66,5
6,172,60,5
60,202,69,5
47,194,83,5
47,189,51,5
50,206,34,5
73,225,53,5
85,243,29,5
9,243,59,5
81,227,23,5
80,252,49,5
5,216,40,5
0,198,12,5
45,252,29,5
75,222,49,5
26,176,6,5
68,233,38,5
36,183,65,5
4,184,55,5
38,177,72,5
24,237,51,5
8,213,18,5
59,214,7,5
84,195,39,5
44,188,40,5
16,179,22,5
9,200,16,5
74,242,60,5
54,228,82,5
79,198,54,5
46,177,23,5
63,173,58,5
0,188,61,5
42,244,16,5
60,183,19,5
16,185,70,5
78,236,41,5
61,230,54,5
28,228,57,5
18,196,60,5
45,215,6,5
0,255,33,5
75,208,77,5
66,220,70,5
69,213,45,5
24,204,24,5
55,222,74,5
51,207,85,5
83,209,72,5
38,243,65,5
77,247,18,5
54,226,72,5
33,232,15,5
62,208,83,5
68,228,35,5
68,226,17,5
14,252,6,5
41,234,39,5
3,244,2,5
30,250,66,5
51,205,73,5
11,250,4,5
49,197,40,5
75,189,81,5
66,229,17,5
59,211,58,5
32,183,19,5
27,232,27,5
33,243,20,5
23,229,82,5
47,183,16,5
25,235,70,5
18,202,24,5
57,249,2,5
39,188,63,5
21,237,70,5
51,182,42,5
13,251,29,5
41,225,49,5
48,199,34,5
25,172,73,5
22,213,59,5
26,239,5,5
24,202,50,5
67,213,12,5
48,211,26,5
69,221,6,5
41,239,80,5
48,200,45,5
64,216,45,5
60,197,5,5
19,229,11,5
30,230,22,5
62,192,34,5
71,226,22,5
70,202,39,5
36,181,57,5
72,227,40,5
21,246,31,5
64,175,0,5
60,250,69,5
27,209,61,5
5,181,57,5
75,172,3,5
16,231,59,5
31,232,5,5
40,234,61,5
25,220,11,5
46,206,63,5
44,189,84,5
35,249,66,5
42,230,36,5
45,222,71,5
27,173,2,5
76,249,56,5
85,223,37,5
57,198,1,5
54,219,26,5
17,235,22,5
30,219,38,5
36,253,83,5
8,232,2,5
36,175,71,5
84,203,63,5
30,177,15,5
78,188,39,5
77,236,79,5
51,188,68,5
77,202,62,5
66,190,48,5
83,248,36,5
39,224,55,5
65,178,72,5
67,195,54,5
14,220,17,5
11,172,37,5
30,217,19,5
49,171,42,5
31,191,67,5
22,234,32,5
60,182,40,5
55,183,25,5
69,192,61,5
71,202,66,5
33,207,31,5
59,244,60,5
73,234,82,5
79,204,31,5
26,215,46,5
1,225,80,5
30,227,6,5
36,209,42,5
82,253,10,5
56,221,51,5
4,235,32,5
52,247,12,5
76,251,42,5
56,252,20,5
49,175,75,5
2,192,83,5
37,214,73,5
9,254,0,5
40,179,71,5
63,227,1,5
32,173,76,5
48,184,24,5
8,244,53,5
22,240,72,5
14,181,82,5
70,194,46,5
50,219,49,5
12,173,70,5
78,182,80,5
82,180,38,5
53,236,67,5
69,229,33,5
2,232,34,5
11,172,79,5
54,210,84,5
40,248,57,5
67,205,19,5
38,218,84,5
70,245,33,5
70,195,1,5
16,254,50,5
41,238,81,5
80,216,75,5
26,232,62,5
33,210,84,5
10,234,8,5
46,182,18,5
17,177,59,5
0,224,59,5
5,185,83,5
0,190,41,5
56,242,82,5
65,179,12,5
5,174,4,5
69,190,6,5
65,234,68,5
67,222,25,5
9,245,29,5
29,173,55,5
10,197,44,5
27,200,9,5
57,231,15,5
70,179,31,5
7,230,54,5
66,174,53,5
27,254,2,5
15,219,53,5
40,233,12,5
43,199,68,5
39,212,46,5
25,252,40,5
72,222,47,5
45,204,38,5
31,252,74,5
11,218,37,5
73,227,52,5
62,228,77,5
7,238,9,5
5,183,12,5
23,179,55,5
28,251,1,5
19,242,25,5
22,202,24,5
2,232,43,5
30,224,44,5
81,197,63,5
75,201,83,5
31,221,51,5
45,245,5,5
2,231,64,5
21,211,43,5
67,254,1,5
63,224,69,5
53,214,31,5
43,255,57,5
17,233,61,5
0,235,26,5
61,206,72,5
38,208,78,5
82,245,77,5
56,224,70,5
53,171,31,5
31,219,42,5
27,191,74,5
1,171,54,5
83,240,43,5
9,217,68,5
28,252,44,5
29,214,71,5
47,205,8,5
28,240,54,5
15,198,2,5
6,198,36,5
77,222,74,5
10,175,34,5
59,231,75,5
77,255,81,5
61,224,4,5
12,196,48,5
68,193,26,5
5,192,31,5
5,180,6,5
2,238,8,5
50,176,18,5
17,200,83,5
65,252,50,5
40,208,65,5
32,226,47,5
52,192,79,5
9,237,59,5
10,190,40,5
72,190,81,5
21,194,78,5
52,221,60,5
54,228,70,5
7,225,3,5
57,211,79,5
10,208,73,5
42,224,6,5
58,210,8,5
61,189,53,5
59,237,73,5
28,246,79,5
18,253,80,5
11,245,27,5
36,232,49,5
50,207,61,5
9,188,70,5
67,174,12,5
29,252,34,5
67,187,30,5
39,204,37,5
51,200,65,5
47,196,13,5
40,187,61,5
2,193,73,5
34,249,68,5
18,251,21,5
56,177,5,5
38,176,40,5
3,174,84,5
32,209,1,5
34,255,83,5
33,218,2,5
71,190,51,5
60,214,16,5
76,200,62,5
33,176,54,5
20,200,83,5
7,182,4,5
48,230,80,5
28,182,73,5
52,236,0,5
84,183,68,5
48,207,1,5
17,192,80,5
65,179,74,5
28,175,47,5
16,216,39,5
39,200,69,5
40,194,84,5
48,173,39,5
64,253,12,5
63,244,16,5
32,199,38,5
47,197,76,5
35,253,72,5
7,178,34,5
25,184,14,5
35,180,43,5
69,230,38,5
6,205,21,5
42,249,84,5
35,253,63,5
14,200,45,5
73,233,8,5
49,238,30,5
18,186,22,5
70,187,58,5
4,248,49,5
19,229,16,5
52,227,74,5
65,218,32,5
82,204,21,5
10,195,47,5
39,177,16,5
28,226,13,5
31,184,8,5
22,182,1,5
35,211,23,5
22,233,15,5
61,215,38,5
52,177,72,5
67,199,66,5
58,213,41,5
38,213,58,5
8,232,43,5
11,221,0,5
5,230,2,5
73,191,71,5
52,229,6,5
51,225,82,5
81,204,28,5
79,216,28,5
18,202,70,5
56,197,47,5
5,201,48,5
35,219,73,5
47,182,31,5
56,199,35,5
26,177,81,5
33,184,41,5
15,183,65,5
22,248,52,5
21,237,40,5
18,246,10,5
67,210,33,5
83,196,17,5
75,255,50,5
26,237,74,5
57,233,8,5
78,219,69,5
47,236,4,5
64,254,52,5
26,193,71,5
15,200,85,5
73,241,52,5
63,193,60,5
14,185,15,5
55,245,81,5
21,245,79,5
42,192,9,5
79,211,60,5
22,236,33,5
10,197,63,5
26,206,37,5
75,253,14,5
51,177,41,5
5,246,67,5
22,174,36,5
11,208,78,5
40,201,74,5
78,230,61,5
64,209,9,5
8,217,78,5
42,222,21,5
52,178,47,5
62,233,73,5
26,192,62,5
43,187,62,5
18,214,28,5
85,212,24,5
66,201,75,5
73,248,75,5
49,230,7,5
45,245,20,5
57,173,66,5
53,198,50,5
18,236,51,5
78,197,33,5
2,216,4,5
60,215,58,5
61,227,29,5
82,214,64,5
35,205,57,5
43,205,58,5
30,203,65,5
23,202,58,5
3,199,82,5
10,223,39,5
19,204,47,5
68,178,73,5
26,180,32,5
26,224,76,5
79,220,56,5
70,189,1,5
57,204,70,5
5,221,72,5
94,26,2,6
110,28,28,6
160,26,73,6
124,13,61,6
127,42,28,6
160,34,74,6
143,7,83,6
153,39,36,6
149,69,49,6
157,79,23,6
144,59,55,6
170,47,85,6
159,69,8,6
135,2,60,6
105,42,51,6
114,6,5,6
113,43,47,6
108,63,73,6
143,30,7,6
168,84,65,6
104,1,82,6
162,77,4,6
110,28,64,6
141,21,7,6
148,79,1,6
88,58,79,6
131,52,72,6
125,61,4,6
147,71,4,6
86,39,26,6
120,44,10,6
91,51,14,6
113,15,31,6
109,49,36,6
138,5,81,6
155,4,49,6
122,77,83,6
118,38,60,6
162,59,77,6
86,19,6,6
114,3,60,6
104,19,49,6
147,19,54,6
145,20,24,6
131,83,3,6
147,69,64,6
165,46,30,6
165,8,51,6
127,46,68,6
108,7,9,6
133,46,76,6
99,51,5,6
94,24,33,6
95,62,54,6
127,72,49,6
162,82,48,6
98,38,10,6
102,43,71,6
94,11,85,6
114,59,77,6
135,38,58,6
89,19,10,6
135,30,63,6
111,37,24,6
131,37,51,6
86,4,2,6
123,12,5,6
128,48,36,6
103,10,13,6
149,17,43,6
128,21,60,6
94,1,48,6
135,4,50,6
137,9,71,6
161,42,23,6
104,56,59,6
152,56,26,6
100,21,50,6
163,52,42,6
130,55,59,6
130,17,8,6
90,14,76,6
149,59,58,6
127,0,25,6
91,44,12,6
104,77,75,6
133,46,52,6
122,19,8,6
155,17,5,6
90,37,23,6
97,3,63,6
139,31,9,6
153,69,74,6
90,57,19,6
143,34,73,6
150,53,65,6
137,63,66,6
99,44,59,6
113,8,56,6
163,64,3,6
156,36,36,6
117,22,17,6
168,73,47,6
96,28,32,6
166,20,31,6
133,77,37,6
132,27,73,6
105,38,14,6
139,85,10,6
146,79,27,6
141,73,18,6
161,11,53,6
148,7,50,6
146,52,66,6
109,84,72,6
95,58,47,6
138,27,29,6
139,54,26,6
139,59,9,6
100,4,16,6
148,50,67,6
149,54,42,6
105,17,50,6
149,20,61,6
91,2,37,6
118,22,76,6
111,30,78,6
167,45,46,6
161,10,70,6
132,55,14,6
145,39,73,6
88,21,59,6
92,65,48,6
116,30,73,6
131,0,48,6
125,46,46,6
147,73,83,6
170,12,62,6
119,8,70,6
136,22,47,6
141,34,53,6
121,51,57,6
89,66,17,6
116,11,31,6
148,2,45,6
151,66,27,6
169,83,49,6
123,26,27,6
102,4,21,6
141,71,77,6
148,37,65,6
86,4,47,6
88,85,21,6
102,14,60,6
160,20,26,6
167,25,23,6
154,74,71,6
121,36,7,6
128,45,57,6
108,23,85,6
97,46,27,6
170,72,22,6
99,68,48,6
100,3,26,6
122,41,26,6
129,17,10,6
134,24,39,6
101,15,68,6
124,37,36,6
157,5,65,6
126,10,80,6
155,9,19,6
144,1,85,6
148,33,68,6
163,52,10,6
137,48,2,6
113,43,48,6
159,36,11,6
90,22,61,6
168,56,22,6
142,52,32,6
134,22,44,6
105,31,1,6
165,50,84,6
90,48,52,6
95,71,28,6
118,2,24,6
89,25,24,6
148,10,81,6
165,73,55,6
105,2,16,6
101,55,37,6
96,0,62,6
128,85,51,6
145,78,23,6
122,75,7,6
157,58,79,6
93,25,37,6
141,47,77,6
127,48,52,6
105,79,54,6
92,0,22,6
103,19,14,6
99,22,82,6
155,85,3,6
132,43,51,6
88,85,48,6
121,4,78,6
136,35,68,6
132,53,31,6
128,44,3,6
97,18,80,6
153,27,7,6
113,3,50,6
91,3,0,6
133,55,63,6
94,77,34,6
123,18,47,6
148,41,40,6
94,57,46,6
139,74,35,6
146,51,36,6
95,29,43,6
129,48,82,6
129,17,28,6
97,41,48,6
166,18,82,6
135,17,52,6
91,62,29,6
96,56,10,6
113,53,12,6
158,53,12,6
136,76,38,6
117,32,84,6
108,77,60,6
90,28,51,6
110,64,17,6
125,13,75,6
115,74,23,6
128,49,10,6
127,27,33,6
122,35,0,6
167,11,3,6
103,66,33,6
160,76,70,6
115,0,32,6
92,17,59,6
152,74,53,6
96,12,54,6
97,35,42,6
87,85,69,6
152,65,50,6
130,60,3,6
136,63,52,6
136,51,8,6
99,17,62,6
137,70,73,6
111,85,72,6
110,85,67,6
134,17,2,6
165,63,35,6
86,9,72,6
145,83,72,6
100,23,83,6
154,85,14,6
122,14,63,6
129,4,44,6
113,14,77,6
164,6,11,6
127,29,80,6
106,30,8,6
142,6,29,6
123,13,66,6
168,65,83,6
164,32,2,6
137,71,56,6
114,67,16,6
146,63,62,6
95,57,62,6
155,49,18,6
127,47,68,6
102,18,3,6
148,16,8,6
159,59,40,6
112,14,69,6
109,14,28,6
86,16,79,6
100,38,12,6
128,1,65,6
88,25,53,6
128,45,18,6
159,13,22,6
101,63,44,6
128,22,62,6
117,6,50,6
148,29,63,6
125,31,57,6
153,61,50,6
144,76,5,6
156,37,37,6
109,6,40,6
167,72,32,6
137,27,60,6
88,3,22,6
99,52,52,6
159,7,10,6
119,17,17,6
165,14,68,6
139,82,65,6
119,70,53,6
146,59,40,6
103,58,70,6
87,57,21,6
112,32,84,6
90,45,7,6
106,62,35,6
105,2,24,6
110,24,70,6
114,7,49,6
156,71,81,6
127,34,23,6
156,20,17,6
152,57,71,6
123,66,8,6
143,68,46,6
118,35,66,6
103,34,85,6
107,41,78,6
135,45,17,6
140,65,45,6
169,8,31,6
132,10,31,6
103,54,3,6
122,52,30,6
122,7,16,6
108,43,1,6
117,5,78,6
86,77,5,6
129,50,3,6
95,47,54,6
151,62,18,6
103,23,68,6
166,7,52,6
143,9,53,6
135,50,35,6
159,55,43,6
155,84,82,6
117,21,48,6
122,70,53,6
102,58,42,6
105,73,47,6
164,5,0,6
108,1,29,6
146,13,54,6
89,64,72,6
143,61,46,6
96,33,54,6
128,66,9,6
165,74,26,6
114,18,56,6
159,38,50,6
160,40,9,6
101,60,12,6
160,8,79,6
121,72,17,6
168,49,10,6
169,79,50,6
145,47,46,6
100,16,14,6
95,77,24,6
122,23,20,6
154,39,74,6
112,8,4,6
150,60,27,6
153,75,47,6
163,82,42,6
97,28,78,6
114,62,26,6
108,64,24,6
109,32,69,6
127,47,50,6
145,65,82,6
117,35,17,6
121,71,8,6
93,15,46,6
157,29,15,6
124,58,27,6
106,59,39,6
88,12,69,6
137,39,33,6
125,49,18,6
126,24,69,6
90,74,61,6
164,22,36,6
112,84,32,6
170,69,56,6
142,80,60,6
139,61,84,6
109,85,50,6
87,80,3,6
168,23,61,6
97,17,59,6
153,84,22,6
92,4,54,6
106,63,57,6
120,15,21,6
101,44,4,6
95,58,16,6
120,85,37,6
100,71,78,6
101,17,56,6
98,14,30,6
133,77,0,6
150,12,46,6
147,31,41,6
150,33,0,6
148,66,42,6
142,23,47,6
109,44,33,6
137,19,19,6
112,14,58,6
149,65,45,6
120,2,68,6
122,78,72,6
122,29,62,6
90,37,71,6
112,31,48,6
117,77,58,6
93,11,24,6
112,25,1,6
87,58,51,6
142,7,40,6
168,78,47,6
167,14,24,6
132,38,49,6
93,78,54,6
168,79,0,6
132,22,9,6
122,41,51,6
150,40,30,6
130,2,19,6
124,56,8,6
168,75,30,6
141,23,10,6
128,30,63,6
162,84,18,6
127,26,52,6
95,81,57,6
97,84,38,6
158,75,12,6
153,59,50,6
86,80,11,6
92,45,40,6
139,49,85,6
123,45,52,6
109,64,19,6
156,32,38,6
108,1,51,6
155,68,39,6
106,31,18,6
105,10,60,6
148,39,75,6
140,0,12,6
159,11,23,6
111,23,82,6
128,19,7,6
144,80,68,6
165,85,78,6
170,49,81,6
136,78,78,6
99,14,71,6
92,46,41,6
170,62,25,6
114,52,32,6
123,8,41,6
118,61,84,6
151,25,9,6
111,58,52,6
95,66,66,6
140,62,9,6
134,70,9,6
156,28,18,6
141,85,12,6
105,49,18,6
93,14,18,6
132,62,53,6
89,67,42,6
139,54,74,6
126,13,25,6
142,72,16,6
90,40,31,6
148,0,57,6
117,27,52,6
159,3,5,6
140,45,80,6
116,31,84,6
134,82,22,6
165,1,68,6
92,12,63,6
131,72,83,6
129,42,15,6
160,10,51,6
134,26,77,6
153,0,51,6
90,34,84,6
110,21,67,6
130,42,50,6
156,64,69,6
107,81,37,6
115,17,51,6
148,65,28,6
159,71,62,6
123,56,41,6
104,43,18,6
140,26,69,6
111,84,10,6
150,33,40,6
128,68,48,6
152,52,84,6
169,42,46,6
110,27,9,6
145,40,6,6
129,69,29,6
107,75,63,6
111,77,61,6
137,56,4,6
164,58,74,6
98,27,44,6
106,32,32,6
87,50,59,6
161,15,81,6
106,52,15,6
133,43,55,6
124,41,47,6
135,76,21,6
161,73,33,6
165,59,11,6
152,59,77,6
152,68,26,6
127,78,55,6
118,27,76,6
167,39,18,6
130,22,34,6
110,2,1,6
153,2,67,6
96,69,53,6
145,63,59,6
122,44,55,6
131,10,22,6
107,63,31,6
149,31,27,6
169,81,81,6
119,66,24,6
119,17,70,6
117,53,35,6
89,81,7,6
119,79,8,6
123,66,33,6
101,24,51,6
91,20,21,6
166,84,12,6
120,36,1,6
149,26,68,6
141,10,73,6
107,56,36,6
90,16,46,6
156,61,82,6
115,50,26,6
109,55,54,6
114,57,65,6
122,25,37,6
164,65,67,6
125,68,14,6
137,84,43,6
128,15,9,6
155,64,22,6
108,10,64,6
107,59,56,6
161,13,35,6
140,58,61,6
119,70,50,6
126,42,71,6
120,16,49,6
156,57,21,6
169,71,5,6
133,41,76,6
153,44,24,6
162,75,50,6
102,62,2,6
119,54,83,6
168,57,65,6
127,49,5,6
95,74,57,6
138,16,55,6
127,38,2,6
168,65,31,6
170,59,20,6
166,45,56,6
162,39,68,6
162,1,29,6
146,78,27,6
169,75,73,6
136,60,83,6
102,35,2,6
170,31,83,6
134,42,14,6
124,82,17,6
152,53,8,6
86,2,12,6
103,8,6,6
107,82,33,6
117,10,4,6
89,84,57,6
111,34,36,6
168,82,21,6
98,26,27,6
123,0,3,6
157,3,61,6
111,23,19,6
153,10,58,6
154,54,77,6
165,55,33,6
163,77,77,6
166,5,48,6
153,19,80,6
153,57,76,6
126,18,41,6
169,24,14,6
129,13,57,6
131,63,66,6
147,47,82,6
143,44,47,6
110,61,61,6
148,72,36,6
129,66,43,6
155,63,53,6
160,12,66,6
154,3,12,6
125,57,71,6
91,19,48,6
124,65,40,6
117,9,40,6
86,18,52,6
139,77,3,6
94,4,22,6
130,85,13,6
132,2,6,6
98,72,77,6
105,3,43,6
169,42,15,6
94,85,66,6
138,54,35,6
166,48,78,6
152,0,71,6
134,60,71,6
140,21,52,6
153,1,13,6
154,60,82,6
119,22,3,6
113,77,4,6
87,32,75,6
155,55,19,6
105,78,1,6
165,1,54,6
169,18,41,6
135,48,63,6
169,38,47,6
157,51,58,6
116,60,8,6
130,33,24,6
131,59,47,6
138,60,15,6
117,42,31,6
136,75,23,6
94,83,47,6
95,59,82,6
115,33,42,6
113,5,46,6
133,48,28,6
109,40,29,6
162,17,19,6
134,2,74,6
113,71,34,6
133,9,5,6
160,63,5,6
165,75,50,6
157,10,77,6
142,81,48,6
153,18,44,6
158,48,82,6
134,25,28,6
125,34,74,6
145,68,4,6
156,1,51,6
89,1,81,6
93,23,15,6
92,56,24,6
106,84,21,6
163,39,71,6
141,40,43,6
165,24,69,6
158,15,13,6
142,1,9,6
118,41,43,6
117,14,44,6
132,10,51,6
143,81,68,6
144,42,74,6
127,39,73,6
125,54,62,6
140,67,70,6
118,24,68,6
141,41,28,6
87,6,3,6
119,62,53,6
150,0,2,6
87,66,82,6
113,5,69,6
146,64,37,6
148,16,4,6
163,72,62,6
88,12,36,6
124,30,19,6
119,7,17,6
93,59,14,6
150,68,74,6
113,26,33,6
140,29,12,6
133,17,39,6
143,33,47,6
113,3,5,6
142,8,22,6
153,73,21,6
126,26,57,6
134,25,56,6
157,32,49,6
119,9,72,6
155,58,67,6
160,39,18,6
93,23,33,6
142,50,80,6
124,23,12,6
160,48,82,6
145,67,1,6
105,77,10,6
105,47,85,6
154,2,66,6
159,54,26,6
125,59,51,6
146,83,19,6
120,36,69,6
96,70,16,6
123,27,70,6
87,34,4,6
151,56,56,6
124,41,73,6
88,31,53,6
112,85,43,6
159,26,32,6
134,44,0,6
105,15,65,6
113,37,13,6
137,50,33,6
97,65,56,6
132,74,60,6
113,77,30,6
104,82,27,6
108,34,68,6
143,45,2,6
159,67,20,6
164,66,58,6
127,18,64,6
127,28,7,6
153,75,50,6
164,55,6,6
128,46,24,6
153,1,68,6
150,51,66,6
116,47,43,6
162,73,72,6
99,62,23,6
160,6,37,6
98,17,21,6
120,11,78,6
122,15,47,6
169,18,0,6
165,20,85,6
131,45,65,6
119,45,20,6
147,6,26,6
138,60,9,6
127,3,55,6
150,69,67,6
86,11,39,6
119,2,16,6
129,39,71,6
113,14,27,6
166,66,45,6
163,4,30,6
137,15,83,6
93,31,49,6
97,24,4,6
170,75,2,6
170,37,38,6
119,28,69,6
138,72,68,6
151,27,40,6
87,84,79,6
127,18,19,6
151,7,54,6
118,9,22,6
161,23,38,6
108,64,50,6
146,44,50,6
155,73,74,6
97,85,69,6
117,51,9,6
100,73,1,6
105,3,65,6
147,48,49,6
145,66,43,6
109,25,49,6
96,51,8,6
114,31,55,6
164,6,44,6
96,51,21,6
89,6,61,6
146,70,56,6
150,25,47,6
111,13,22,6
109,38,51,6
131,26,41,6
128,59,64,6
154,18,78,6
97,77,41,6
119,15,70,6
114,85,75,6
154,56,81,6
115,16,76,6
146,24,27,6
135,24,16,6
93,67,22,6
117,85,17,6
113,46,34,6
111,56,55,6
103,24,63,6
144,0,60,6
108,24,41,6
118,54,18,6
92,33,1,6
129,53,4,6
87,32,18,6
152,74,39,6
116,14,53,6
162,43,29,6
95,64,30,6
157,33,83,6
162,15,4,6
131,67,70,6
144,12,7,6
114,3,54,6
158,29,34,6
114,43,44,6
128,61,61,6
136,79,15,6
162,62,36,6
100,64,69,6
144,43,41,6
87,4,27,6
87,35,20,6
102,15,54,6
142,58,28,6
170,9,27,6
90,58,79,6
164,34,72,6
161,74,46,6
168,24,7,6
99,33,8,6
149,49,10,6
135,34,17,6
166,64,65,6
127,18,66,6
87,12,84,6
105,7,78,6
112,54,23,6
100,50,3,6
101,19,12,6
148,16,42,6
92,18,31,6
162,59,59,6
133,10,46,6
149,70,46,6
121,72,15,6
137,5,74,6
89,1,3,6
131,43,65,6
110,65,84,6
139,67,76,6
145,85,70,6
107,25,6,6
95,75,5,6
137,82,55,6
158,40,46,6
98,5,50,6
152,2,82,6
135,20,57,6
129,10,44,6
147,25,30,6
123,39,37,6
168,68,26,6
159,24,69,6
111,29,7,6
154,60,38,6
105,58,26,6
169,39,11,6
119,17,73,6
101,79,68,6
145,35,39,6
166,47,36,6
169,33,39,6
90,8,75,6
95,71,72,6
135,38,9,6
110,59,11,6
147,35,13,6
137,46,53,6
159,78,79,6
120,71,37,6
157,1,8,6
112,9,9,6
151,29,13,6
113,53,83,6
107,24,43,6
88,49,15,6
106,31,14,6
128,30,38,6
137,51,68,6
144,7,58,6
116,84,59,6
103,72,22,6
87,65,44,6
124,67,24,6
144,60,72,6
134,16,38,6
170,17,50,6
91,47,17,6
135,5,52,6
139,75,55,6
128,9,30,6
97,22,81,6
148,3,4,6
126,23,6,6
113,73,58,6
143,4,80,6
121,77,5,6
108,15,84,6
140,58,74,6
99,37,31,6
118,9,12,6
113,22,67,6
136,0,79,6
153,68,75,6
146,82,18,6
148,76,34,6
118,3,48,6
101,68,2,6
119,84,74,6
145,82,26,6
103,25,51,6
122,83,34,6
133,11,79,6
99,71,33,6
133,45,22,6
104,2,26,6
101,22,83,6
144,82,77,6
161,7,69,6
168,15,82,6
94,61,70,6
108,82,12,6
115,79,25,6
104,7,44,6
96,83,9,6
115,67,25,6
88,73,64,6
139,55,84,6
117,8,51,6
95,58,56,6
142,68,37,6
134,63,11,6
114,6,55,6
162,32,25,6
168,36,57,6
111,54,49,6
136,70,9,6
